Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ10,OUT010,296.5641211875036
FDW36,OUT017,1770.2622957682563
FDW21,OUT010,0.0
FDY19,OUT017,1995.958977383767
DRE03,OUT013,883.1005612357906
NCC55,OUT049,755.8338806999291
FDH52,OUT010,0.0
FDO09,OUT017,4252.650470337192
FDU43,OUT045,3758.1983924477818
FDX09,OUT010,856.5506960778878
FDH40,OUT019,0.0
FDW58,OUT017,1798.5022739464168
FDC47,OUT017,3670.0840257318255
NCR41,OUT035,1695.4146506740526
DRG49,OUT035,4025.382956604382
FDC52,OUT027,3908.9048034266443
FDY13,OUT046,1215.6851960451702
FDY35,OUT013,839.3019676363474
FDI35,OUT017,2992.7518063189536
NCU18,OUT049,2374.7796468787997
FDY33,OUT018,2243.1848341009813
FDC15,OUT027,3916.4061194546975
FDU01,OUT049,3104.1682993704826
NCU42,OUT046,2706.2218688963494
NCV29,OUT018,2575.690894062676
NCY30,OUT017,3017.3228292723607
FDQ46,OUT049,1895.2280583294043
FDG58,OUT027,3898.201216310853
FDK33,OUT017,3498.7895165626155
NCD07,OUT045,1822.6087993485473
NCX29,OUT027,3750.3101307773813
NCT42,OUT013,2466.9949293967034
DRN59,OUT035,916.2358934704632
FDI44,OUT035,1418.4846982872407
FDA45,OUT049,2906.1351190232886
FDP31,OUT045,994.3936456679821
FDY01,OUT046,1789.0287791994033
FDT09,OUT018,1878.9314687486003
DRH03,OUT027,3013.6899706481818
FDA36,OUT018,2724.490378977942
NCF31,OUT017,2544.38434924198
FDG14,OUT049,2531.2801341327495
FDG28,OUT027,5349.508380414793
FDU14,OUT049,4084.9853695850816
FDY47,OUT019,208.21496270493617
FDI56,OUT049,1559.7625660044514
DRD01,OUT013,1013.6452080592799
FDM22,OUT046,920.7959195566864
FDH33,OUT013,764.4337771813459
DRZ24,OUT013,1974.159335249305
NCQ38,OUT046,1702.753145994861
FDO16,OUT027,2838.2869081775507
FDU07,OUT027,3838.72228963488
NCB07,OUT013,3166.0139291199393
FDU48,OUT045,2080.3932805411646
NCM43,OUT045,2612.432859774506
FDR31,OUT010,389.35641110386223
DRK49,OUT018,433.65982054156416
NCI30,OUT010,1951.7283646535166
DRD60,OUT017,2985.1726392797996
NCG19,OUT046,3678.941865175001
FDH12,OUT035,1831.9055351030745
FDM32,OUT035,1651.6216118360169
FDM27,OUT035,2598.2337706030767
NCU53,OUT027,4123.950520163642
NCQ18,OUT046,1554.1083441255364
FDS10,OUT013,2944.147026650334
FDB33,OUT027,3986.7783661410185
FDI12,OUT013,1456.5969405593853
NCW42,OUT013,3595.7887867002673
NCC06,OUT018,1806.7656801616351
FDW02,OUT017,2119.9831515326605
NCD43,OUT017,1792.1393294890745
FDM57,OUT018,1071.0298172513117
FDA58,OUT017,3827.3745641054384
FDK56,OUT046,2902.0139575722146
FDP52,OUT045,3654.8004668820176
FDW20,OUT018,1735.1180746657312
FDS52,OUT049,1754.971275339677
NCT29,OUT018,1652.7232167669172
NCL54,OUT013,2883.5854875663435
FDC05,OUT045,3095.929765815311
FDF34,OUT035,3299.075804782611
FDP03,OUT027,3450.209533616538
FDD32,OUT010,0.0
FDZ10,OUT045,2032.57502193028
FDZ40,OUT035,1055.4896068744874
FDD51,OUT018,437.94133749172283
NCY30,OUT019,988.520349152708
FDP58,OUT017,3517.032080162575
FDV49,OUT017,4291.158895831848
FDY24,OUT019,0.0
NCO55,OUT017,1804.06927721409
FDR13,OUT017,1979.7274520002534
FDS51,OUT017,1123.5806798227593
FDP26,OUT045,1614.4471203424553
NCB54,OUT027,3530.118045570155
FDF32,OUT017,3221.4116828010083
FDN31,OUT018,2733.107607995416
DRM48,OUT017,681.9374078437284
FDN20,OUT049,2819.6577509707076
DRL01,OUT046,3710.5468680137037
FDV56,OUT049,1858.654456468713
DRH13,OUT027,3205.22026116116
FDA03,OUT017,2425.3281485896855
FDF47,OUT027,4989.6898660685365
FDX32,OUT046,2309.773516960045
FDX57,OUT049,1675.5138544069282
NCA30,OUT045,2962.0861078675853
FDO49,OUT013,914.0667019030191
FDL04,OUT019,0.0
DRM48,OUT035,759.7909412667852
FDR16,OUT013,3432.470973302525
NCC19,OUT018,2777.6469084081264
NCE42,OUT045,3717.2837445708383
FDY24,OUT017,967.5719455798906
FDH19,OUT049,2917.1276717135866
FDJ46,OUT013,2850.3026814695595
FDN45,OUT010,1592.870693222287
FDY08,OUT035,2340.623697789346
FDZ37,OUT035,1572.7851848423468
NCT30,OUT045,743.4349836466079
DRY23,OUT018,413.6195506439087
NCZ30,OUT018,1698.8087327497524
FDC44,OUT018,1502.9832144489187
FDB45,OUT035,1853.8478886763871
FDY04,OUT013,2692.0201056707483
FDM27,OUT046,2548.2087815283176
FDZ43,OUT017,3916.3357802929995
FDT39,OUT019,549.4975771210648
NCC06,OUT019,160.7364747604188
FDL15,OUT027,3912.304441114022
FDL57,OUT017,4166.541155946688
FDU08,OUT046,1594.5226302055567
FDK40,OUT017,4289.306655575221
FDQ12,OUT010,1724.4147373130086
FDS48,OUT017,2520.188643695087
FDP09,OUT045,3340.806315860832
FDW21,OUT049,1733.3882849188058
FDY25,OUT035,3044.470519844943
DRE13,OUT017,1493.2038170457067
FDV43,OUT019,0.0
FDD22,OUT045,1742.0244071355144
FDM46,OUT019,0.0
NCO30,OUT010,1048.4892517127532
FDM25,OUT046,2754.0773619279994
NCN41,OUT049,2085.7845166877296
FDU24,OUT045,1435.5484645419901
FDZ50,OUT046,2902.2008101685774
FDP45,OUT013,4077.8315047333344
NCM54,OUT045,1989.1083562259478
FDW10,OUT019,887.206215767221
FDP20,OUT017,2148.216723688099
FDK32,OUT046,2404.0956598138487
FDN52,OUT049,1500.676745234761
FDM58,OUT045,1775.2753832800695
FDZ46,OUT027,3233.705593830352
NCA18,OUT018,1614.1780521811693
FDD35,OUT046,1957.1546642153962
NCK31,OUT035,988.3537548510428
FDI40,OUT027,3047.899254726419
FDT50,OUT019,0.0
NCT06,OUT046,2623.195321383415
FDT31,OUT035,3160.2114889388986
FDT45,OUT049,991.9519697539497
FDT13,OUT045,2956.9991341893074
FDO50,OUT045,1426.572588005374
NCU18,OUT010,328.70843054594707
NCR54,OUT049,3198.8426227244563
NCO18,OUT018,2584.273546341933
FDU09,OUT045,889.1103290225283
FDT13,OUT018,2731.722866249315
FDE09,OUT046,1808.5307230602766
NCK53,OUT019,0.0
FDG45,OUT049,3523.3823036398358
DRH15,OUT035,882.4752718986215
FDO21,OUT019,1696.3140383862483
FDD14,OUT027,4337.650731813163
FDC09,OUT046,1657.9992942061658
FDH45,OUT027,2160.9886985063667
FDV32,OUT046,1040.8886150897185
FDG12,OUT035,2086.9951110019347
FDS32,OUT013,2337.306855081771
NCL55,OUT018,3707.462449098507
DRE01,OUT035,3962.5253979384374
DRE15,OUT049,1383.4466868307793
NCL42,OUT045,3884.2713515101796
FDP31,OUT013,1087.462875474456
FDN33,OUT018,1215.1047877332612
FDZ59,OUT046,2595.325321135989
FDE45,OUT010,926.0423431819493
FDJ07,OUT013,2003.500946251886
FDQ45,OUT018,2687.2463387677594
FDM33,OUT027,4920.606881774222
FDO15,OUT010,0.0
FDM46,OUT013,1533.9101913963736
FDR03,OUT045,3251.9668042704297
FDY49,OUT018,2404.5115828777202
FDQ60,OUT045,1848.0826520979908
FDW10,OUT049,2942.1725870429455
FDO51,OUT049,866.0225520186505
FDJ40,OUT018,1486.3127510210288
FDS20,OUT018,2633.245977240869
FDU45,OUT013,1900.8901456936087
FDV02,OUT035,2849.88371978772
FDN09,OUT046,3837.262225863662
NCM55,OUT027,4421.635301547523
FDN23,OUT018,2035.6656837971727
FDY31,OUT010,404.9505592905134
FDW03,OUT010,0.0
FDD14,OUT046,2856.8082355315987
FDV23,OUT017,2087.0564038150924
DRI03,OUT045,2776.538299349234
FDN13,OUT035,1713.1593930371416
FDF45,OUT027,2460.4496371672344
FDU46,OUT035,1589.6600033775467
FDB57,OUT049,3657.198258679084
FDV12,OUT049,1745.459258821989
FDQ58,OUT013,2514.9553397127456
NCA18,OUT017,1956.5983970407647
FDH52,OUT049,1146.0122359470756
FDM24,OUT018,2119.885733627756
NCP43,OUT027,4351.138021249029
NCO18,OUT019,940.5806504082361
FDM32,OUT017,1584.9574134533743
NCL07,OUT017,747.392189197838
FDK03,OUT013,4086.2645394175524
FDP59,OUT017,1742.3523572977786
FDQ24,OUT049,4108.174404125615
FDQ16,OUT018,1502.317134708671
FDU44,OUT013,2644.827353182426
FDH28,OUT010,0.0
FDV28,OUT019,0.0
FDM22,OUT045,862.0006139876132
FDR56,OUT046,3085.266043080402
FDV39,OUT049,3262.8550587582426
FDU37,OUT019,0.0
FDQ11,OUT010,2179.252160123404
FDX02,OUT045,3509.651046627579
NCS42,OUT018,1224.4398432432686
FDY57,OUT027,2958.134114098991
FDB21,OUT049,3904.8661217557583
FDE28,OUT017,3704.637238165332
FDQ55,OUT017,1934.0558019881564
FDA48,OUT049,3618.2689262180393
FDZ19,OUT045,2724.3242575201257
NCC43,OUT045,3945.3767468654873
NCV18,OUT046,1297.538021581706
NCA42,OUT018,2282.0559357815528
FDY45,OUT046,4060.96423469091
NCC30,OUT045,2823.365168531581
FDM57,OUT013,1459.7149187569457
FDL09,OUT010,680.8852512099452
FDB09,OUT027,3457.5975902871996
FDT44,OUT035,2040.0970308721191
NCT06,OUT027,4083.420170170665
FDX26,OUT049,3015.7537484806553
FDK32,OUT013,2530.3192044243315
DRA12,OUT046,2280.1110405638688
FDO46,OUT010,1095.3892709719926
FDE52,OUT013,1499.7645163535751
NCH42,OUT045,3622.9500539591736
FDV08,OUT035,871.5747365172654
FDB47,OUT018,3070.218679341844
FDC28,OUT010,0.0
FDD22,OUT046,1797.9416152526808
FDS07,OUT027,3289.4959224130926
DRI13,OUT045,3422.859663759797
FDG32,OUT018,3216.408268907996
FDU14,OUT017,4067.4305052871696
FDD28,OUT019,0.0
NCP41,OUT017,1874.389796560546
FDS08,OUT049,2899.71034369504
FDX47,OUT045,2486.9527964595227
FDC53,OUT019,0.0
FDQ19,OUT035,3992.603714234963
FDL14,OUT045,2446.869841641032
FDM33,OUT019,1591.142875616833
FDA51,OUT045,1736.6038944469065
FDZ27,OUT018,559.6689889372462
FDT04,OUT046,660.9434252334293
DRC13,OUT049,2124.2715592208224
FDR16,OUT027,4843.247343605652
FDQ03,OUT027,5191.527516586035
FDE38,OUT035,2831.4951360302825
DRH23,OUT027,2348.104913942295
FDT11,OUT019,1113.4908049397625
FDD09,OUT035,3028.0921021896756
FDR40,OUT045,1320.1624508525347
FDX07,OUT017,3028.019173970568
FDR07,OUT035,1709.656727140649
FDA51,OUT017,1881.6980511005859
FDT59,OUT019,1788.951948515794
FDF20,OUT017,3204.614288120315
FDR13,OUT045,1821.9000430782696
FDY26,OUT049,3461.8950370342122
FDW04,OUT017,2172.980846474703
FDK52,OUT017,3682.0631609632946
FDN60,OUT049,2603.1210709477587
FDM09,OUT019,805.6433150415055
FDP46,OUT049,1528.4809843177086
FDB50,OUT019,0.0
NCQ29,OUT049,4189.542803605287
FDP16,OUT027,5351.807868522963
FDX33,OUT018,2275.336939606648
FDP07,OUT010,1223.619188386716
FDN22,OUT046,3930.541783921002
FDF39,OUT049,4280.54495049294
FDS21,OUT017,1108.2764133396952
NCM42,OUT013,1821.7732246347132
FDK50,OUT019,734.6622957771626
DRF13,OUT027,3816.108760946541
FDH35,OUT018,2344.4976874841477
FDP60,OUT018,1338.1766482352823
DRJ49,OUT027,3560.576802690207
NCT42,OUT019,500.3526776208373
FDE38,OUT049,2790.163385074803
FDI04,OUT049,3261.9147372216125
NCH54,OUT045,2475.7502040735417
FDT56,OUT049,1057.2999803075104
DRD15,OUT018,3416.2358814711624
FDV58,OUT013,3189.880217254411
FDP21,OUT049,3102.0606701672227
FDH05,OUT013,3759.037063528648
FDR10,OUT027,4053.370897044461
NCP06,OUT045,2358.302866898298
FDF33,OUT049,1842.6194094003656
DRK37,OUT013,3103.9624495925827
DRH49,OUT045,1356.1020523649133
FDT58,OUT013,2739.440662888236
FDD41,OUT018,1399.7891968033598
FDP40,OUT018,1517.5370955652686
FDM51,OUT027,3109.511879432972
FDO45,OUT010,0.0
FDW33,OUT010,0.0
FDY24,OUT045,884.7698377714371
FDB10,OUT010,1833.1683217633404
FDM40,OUT035,2372.6418103820592
NCI06,OUT017,2975.852315814297
FDW12,OUT019,417.06334656000763
FDX48,OUT027,3936.453678522095
NCW05,OUT027,3140.591472450815
FDX27,OUT017,1605.2862189097764
DRM37,OUT045,3096.988463644334
FDA38,OUT045,3805.4534088686833
FDR36,OUT046,635.1569333925522
FDZ45,OUT046,3143.000152757703
FDG05,OUT017,2607.52416705421
FDK28,OUT013,4173.31388820183
FDV47,OUT045,1355.4819986315645
FDN21,OUT045,2515.0608918061807
FDP20,OUT027,3500.267552788182
FDI35,OUT045,2863.1030636059277
DRY23,OUT013,786.7332549144578
FDA56,OUT017,2083.9153107931966
FDB09,OUT013,2059.420640400296
NCO26,OUT027,3332.395852989088
FDQ49,OUT018,2238.2321160877873
FDI52,OUT027,3399.264592843406
FDZ44,OUT027,3351.2503491759826
FDZ09,OUT018,2331.453101177575
FDY03,OUT049,1922.6137949619583
NCG42,OUT017,2181.9347861825545
DRI13,OUT027,4932.633603613978
FDQ32,OUT013,2102.27166775226
FDW16,OUT035,1631.3939762249502
FDU27,OUT046,722.4550165437188
FDR28,OUT010,694.6065808993728
FDQ49,OUT010,611.8462184151767
FDS37,OUT046,1865.3758693517434
FDW26,OUT018,3207.9405946814422
FDX12,OUT018,3566.86117140073
NCP06,OUT013,2498.1480941415093
FDW45,OUT010,409.8875779764667
NCN30,OUT049,1658.183488795512
FDN24,OUT049,967.1442500597507
NCL41,OUT027,2025.55051989628
FDR02,OUT019,0.0
FDD09,OUT010,980.6498390862873
FDS33,OUT010,0.0
FDU22,OUT045,1867.769853344494
FDI53,OUT013,2639.016975353576
DRH01,OUT049,2893.0841726498343
FDX32,OUT013,2349.976017866221
NCP30,OUT018,414.2400228996428
FDB60,OUT045,3090.127066156893
FDB14,OUT049,1602.5123584263151
NCP02,OUT035,1114.8652140307106
FDJ10,OUT017,2306.155992856581
FDG34,OUT046,1791.5404723646848
NCB18,OUT017,1523.6302527233781
FDM16,OUT049,1333.187846987168
FDW25,OUT018,1105.8222445129713
FDB35,OUT010,0.0
DRN11,OUT013,2326.2150445992015
FDF41,OUT019,1980.8714270417868
FDH16,OUT045,1394.1724896347177
NCQ50,OUT018,3115.8249503518405
DRH23,OUT018,624.9759925911437
DRJ37,OUT013,2506.7186201400636
DRJ24,OUT027,4371.382527851401
FDY16,OUT035,3055.1227205106857
FDQ27,OUT045,1664.0467793568314
FDZ33,OUT045,2315.104558525356
FDF29,OUT045,2083.632174505692
FDA08,OUT049,2716.8441391921688
FDG31,OUT046,1082.2159474863577
FDE34,OUT019,1067.5463374358442
NCR30,OUT027,2653.236779887296
FDV33,OUT035,4252.475377567278
DRZ24,OUT018,1687.5168989127371
NCL54,OUT035,2904.1120613287435
FDR12,OUT049,2877.1838467793987
NCC54,OUT046,3803.764689262134
DRN59,OUT013,875.5788783234268
FDX50,OUT019,0.0
FDV31,OUT027,4274.873930288224
NCA29,OUT027,4221.852689658101
FDW60,OUT049,2945.558531930235
FDX08,OUT017,3011.527024359212
DRD49,OUT013,3782.2405634208626
FDD33,OUT046,3632.4359449729045
FDW35,OUT013,813.4091309114351
FDJ36,OUT017,1720.8474870887403
FDV51,OUT035,2814.9353600313916
FDW36,OUT046,1702.7749741541065
FDH35,OUT046,2621.0004507302974
NCS30,OUT027,3538.2754973158453
FDN49,OUT017,710.2896118445028
FDL08,OUT018,3632.919618445332
FDI09,OUT013,3856.0776171912144
FDP19,OUT018,1754.6462118776576
FDU21,OUT010,0.0
NCP41,OUT045,1714.9779341376216
FDY10,OUT013,1897.485462324401
FDP12,OUT018,354.0136865078007
NCN26,OUT049,1989.962053377482
FDK44,OUT013,2832.78028550811
FDC28,OUT049,1869.491109934173
FDJ41,OUT027,5638.7326295330095
NCT29,OUT035,2130.74653818546
NCH42,OUT019,1743.7778261123995
FDU60,OUT018,2394.095336555768
FDS02,OUT045,2995.30364659086
FDC51,OUT046,1983.5707604433037
FDU03,OUT013,2973.916465656939
FDX39,OUT045,3328.6165887893967
NCY05,OUT010,0.0
NCL06,OUT027,5565.4421424144
FDD32,OUT035,1478.4087488377943
NCN41,OUT045,1935.4380308470902
NCX53,OUT049,2393.9433735866182
FDU57,OUT019,474.1917197939117
FDQ23,OUT046,1679.1222329929742
FDQ52,OUT045,3880.964342177906
FDC14,OUT045,647.7067080792531
FDY09,OUT035,2981.208457920249
FDQ28,OUT045,2458.8663714774566
FDV25,OUT046,3500.265100237883
FDJ07,OUT035,2038.126210299341
DRB25,OUT049,1815.6493271098793
FDK52,OUT019,1663.8476452682876
FDY52,OUT027,2515.201573621795
FDB28,OUT046,3116.156623084206
FDT36,OUT035,741.7772088073693
FDV25,OUT017,3622.5332591090787
NCN07,OUT027,3555.905037039467
FDC57,OUT017,3167.021828283756
FDQ03,OUT018,3475.0203499571817
FDU23,OUT017,2772.36235633054
NCX41,OUT035,3544.857425430818
NCD06,OUT035,913.1789305190152
FDW08,OUT045,1641.7774880407924
NCU29,OUT017,2425.8687509082783
NCE06,OUT013,2635.4331357689325
FDV52,OUT010,0.0
FDB02,OUT017,2917.9550552682813
NCR18,OUT045,700.1829009165169
FDK16,OUT049,1663.6588860927181
NCQ29,OUT010,2136.8934028191484
FDZ01,OUT019,0.0
FDW27,OUT035,2616.259458154619
FDD17,OUT018,3513.4311465920914
FDW39,OUT013,2904.3564907241434
DRH59,OUT045,1148.385419243239
FDS52,OUT013,1746.0014094782264
FDU40,OUT027,4568.38975250656
NCF54,OUT013,2852.8776146731507
FDH46,OUT045,1628.3547032671001
NCP14,OUT049,1759.0136424588372
FDH50,OUT049,3084.366633315651
DRF15,OUT010,543.9026516816457
FDV27,OUT027,2880.927001071473
NCJ06,OUT049,2051.4120678041295
FDN02,OUT018,2987.846635318021
FDQ51,OUT049,898.1390335236522
FDQ07,OUT017,3613.331305956841
FDS45,OUT049,1818.7940589033742
NCJ06,OUT045,1918.2772176620979
FDD36,OUT035,2050.6973944836623
FDY25,OUT045,2879.398427512223
FDU52,OUT046,2458.4748987818803
DRK47,OUT017,3691.362583430583
NCL30,OUT017,2155.076607533995
FDN22,OUT035,4105.467471576203
NCF30,OUT027,3449.6635497922125
FDK03,OUT035,4202.21957393676
FDT45,OUT017,1004.0789777647724
NCC54,OUT027,5235.957480064246
FDP08,OUT018,2812.447160349357
FDU44,OUT046,2590.5608766973155
DRG39,OUT035,1033.7741933259433
FDU32,OUT049,2082.8454325995835
FDY27,OUT049,2979.6765483321315
NCP54,OUT013,2067.20159422514
NCZ41,OUT049,2136.6465207024876
DRL49,OUT013,2377.0473515576687
