Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP21,OUT049,3138.9634448929
FDH05,OUT013,3782.135101116326
FDR10,OUT027,4030.504358257435
NCP06,OUT045,2315.4814560748996
FDF33,OUT049,2068.2374525918176
DRK37,OUT013,3080.745001862336
DRH49,OUT045,1300.9448828475167
FDT58,OUT013,2725.159208953496
FDD41,OUT018,1436.2658969112017
FDP40,OUT018,1559.4140471871606
FDM51,OUT027,3141.757700607641
FDO45,OUT010,0.0
FDW33,OUT010,0.0
FDY24,OUT045,933.0616264299073
FDB10,OUT010,1817.9092893221941
FDM40,OUT035,2352.305649730362
NCI06,OUT017,2953.5254421743202
FDW12,OUT019,455.4930197747012
FDX48,OUT027,3970.1806110475613
NCW05,OUT027,3137.8793909208603
FDX27,OUT017,1534.035409954092
DRM37,OUT045,3049.1747404097814
FDA38,OUT045,3667.268350010273
FDR36,OUT046,681.3296485712576
FDZ45,OUT046,3120.9713223315057
FDG05,OUT017,2635.6953942907976
FDK28,OUT013,4165.931877548266
FDV47,OUT045,1304.5653982490976
FDN21,OUT045,2479.7301042331255
FDP20,OUT027,3581.9491487578566
FDI35,OUT045,2875.311157236857
DRY23,OUT013,676.8563846472111
FDA56,OUT017,2124.9058096918147
FDB09,OUT013,2086.545148989575
NCO26,OUT027,3303.326867112827
FDQ49,OUT018,2332.5599560814094
FDI52,OUT027,3373.088556514378
FDZ44,OUT027,3382.188820305513
FDZ09,OUT018,2300.9750963078072
FDY03,OUT049,1946.9073208714997
NCG42,OUT017,2095.2746717627765
DRI13,OUT027,4891.5792567597855
FDQ32,OUT013,2174.274871004449
FDW16,OUT035,1647.2500317762083
FDU27,OUT046,744.0761934345223
FDR28,OUT010,719.6137754279873
FDQ49,OUT010,705.855598447989
FDS37,OUT046,1889.6022804070299
FDW26,OUT018,3155.9385640120063
FDX12,OUT018,3595.1366673080847
NCP06,OUT013,2458.429968748581
FDW45,OUT010,379.56576283759614
NCN30,OUT049,1625.5536828012546
FDN24,OUT049,950.0558963296538
NCL41,OUT027,2024.3368781491874
FDR02,OUT019,0.0
FDD09,OUT010,1014.777662197281
FDS33,OUT010,0.0
FDU22,OUT045,1843.388328808525
FDI53,OUT013,2670.5717776952424
DRH01,OUT049,2843.059687920362
FDX32,OUT013,2426.180742612958
NCP30,OUT018,374.256247966571
FDB60,OUT045,3083.4277181202997
FDB14,OUT049,1646.7759816893204
NCP02,OUT035,1098.5002030728292
FDJ10,OUT017,2345.118013555731
FDG34,OUT046,1822.518963606537
NCB18,OUT017,1484.7702542011482
FDM16,OUT049,1366.4727259344536
FDW25,OUT018,1133.6122333689586
FDB35,OUT010,0.0
DRN11,OUT013,2327.0684667908326
FDF41,OUT019,1958.7128925646696
FDH16,OUT045,1373.0269403111754
NCQ50,OUT018,3081.0407917826747
DRH23,OUT018,612.3400342526893
DRJ37,OUT013,2470.8234679410043
DRJ24,OUT027,4327.915849029061
FDY16,OUT035,3069.0143644976324
FDQ27,OUT045,1710.203933697443
FDZ33,OUT045,2294.795678005556
FDF29,OUT045,2102.654594509179
FDA08,OUT049,2799.526272051832
FDG31,OUT046,1072.3394582094488
FDE34,OUT019,1101.3021082532073
NCR30,OUT027,2623.807484528366
FDV33,OUT035,4285.909233424163
DRZ24,OUT018,1659.2243046595422
NCL54,OUT035,2877.8569886820983
FDR12,OUT049,2913.6952145568657
NCC54,OUT046,3798.457706502749
DRN59,OUT013,865.4622237549693
FDX50,OUT019,0.0
FDV31,OUT027,4305.0054125496445
NCA29,OUT027,4194.492967533509
FDW60,OUT049,2995.9187722170195
FDX08,OUT017,3046.024920357344
DRD49,OUT013,3746.648689563347
FDD33,OUT046,3667.1435561755607
FDW35,OUT013,778.2853692923259
FDJ36,OUT017,1751.3555051357332
FDV51,OUT035,2795.390581850306
FDW36,OUT046,1695.1371373071202
FDH35,OUT046,2628.7769997407677
NCS30,OUT027,3509.0046797803525
FDN49,OUT017,806.0192640205833
FDL08,OUT018,3672.3131289736616
FDI09,OUT013,4105.343151067757
FDP19,OUT018,1788.675139499094
FDU21,OUT010,0.0
NCP41,OUT045,1707.951865877245
FDY10,OUT013,1867.2034992916758
FDP12,OUT018,395.38709450841634
NCN26,OUT049,1967.6746080134008
FDK44,OUT013,2809.366538384078
FDC28,OUT049,1855.5379526812897
FDJ41,OUT027,5615.930127782494
NCT29,OUT035,2132.3751986663747
NCH42,OUT019,1721.6015234963047
FDU60,OUT018,2417.4019794892565
FDS02,OUT045,2941.616708090207
FDC51,OUT046,1934.9614441838357
FDU03,OUT013,2997.5447654852596
FDX39,OUT045,3358.691678436969
NCY05,OUT010,0.0
NCL06,OUT027,5538.077911330993
FDD32,OUT035,1550.1201188318869
NCN41,OUT045,1927.0333562052303
NCX53,OUT049,2382.8566734412725
FDU57,OUT019,500.9580275458811
FDQ23,OUT046,1653.1107402921662
FDQ52,OUT045,3847.905755606388
FDC14,OUT045,701.4352907277225
FDY09,OUT035,2954.849612145546
FDQ28,OUT045,2479.3484555650743
FDV25,OUT046,3479.635198193535
FDJ07,OUT035,2035.537724234911
DRB25,OUT049,1775.2645227717403
FDK52,OUT019,1643.4374528426342
FDY52,OUT027,2490.49499548978
FDB28,OUT046,3026.974015110044
FDT36,OUT035,727.8106667417578
FDV25,OUT017,3649.3919744425643
NCN07,OUT027,3498.3990108099742
FDC57,OUT017,3234.9053381982512
FDQ03,OUT018,3506.977449071458
FDU23,OUT017,2735.0256531168325
NCX41,OUT035,3536.4536775882016
NCD06,OUT035,884.3830550820835
FDW08,OUT045,1622.4076720654546
NCU29,OUT017,2389.4482577039066
NCE06,OUT013,2622.6953582035785
FDV52,OUT010,0.0
FDB02,OUT017,2985.1578932507746
NCR18,OUT045,665.7151104580585
FDK16,OUT049,1648.5693636453593
NCQ29,OUT010,2140.5317100300053
FDZ01,OUT019,0.0
FDW27,OUT035,2661.3874251452776
FDD17,OUT018,3503.6031322868166
FDW39,OUT013,2951.7405859959745
DRH59,OUT045,1142.1025250454536
FDS52,OUT013,1732.1658003050434
FDU40,OUT027,4544.505928621278
NCF54,OUT013,2818.3225723719097
FDH46,OUT045,1662.7592079252647
NCP14,OUT049,1739.6353051977019
FDH50,OUT049,3141.814883608275
DRF15,OUT010,432.57245387793955
FDV27,OUT027,2912.704976772404
NCJ06,OUT049,2011.6174385354298
FDN02,OUT018,2994.862486034986
FDQ51,OUT049,925.9852623807241
FDQ07,OUT017,3690.2352053658565
FDS45,OUT049,1736.9427300868253
NCJ06,OUT045,1876.3702575232774
FDD36,OUT035,2037.7401657042765
FDY25,OUT045,2891.966748788717
FDU52,OUT046,2447.544777556552
DRK47,OUT017,3645.7370841161883
NCL30,OUT017,2119.3274330519203
FDN22,OUT035,4118.9653605164485
NCF30,OUT027,3419.6113194021946
FDK03,OUT035,4148.299941045314
FDT45,OUT017,975.8007165634943
NCC54,OUT027,5235.836298337386
FDP08,OUT018,2879.243827944457
FDU44,OUT046,2674.5478233815556
DRG39,OUT035,927.7251091398783
FDU32,OUT049,2123.742763063946
FDY27,OUT049,2890.7268246129897
NCP54,OUT013,2037.3394539677884
NCZ41,OUT049,2124.769905734942
